GDP per capita (US$)
34622.17
33673.48
4907.93
4843.75
5070.1
5359.99
5369.5
34960.64
39375.47
38834.05
39727.12
40458
4164.11
4175.36
4231.52
4308.15
4405.49
10510.77
7714.84
9247.58
9812.63
9812.6
1464.55
1525.24
1633.49
1794.09
1909.3
1535.16
1586.34
1648.59
1693.95
1512.95
29869.55
27653.16
29759.47
33399.06
32373.25
13786.46
14331.75
15695.12
17865.03
17926.84
7643.01
7617.69
7776.03
8003.83
7527.44
1146.06
1018.78
1102.63
1192.48
1153.39
721.58
740.91
721.09
710.27
672.34
7590.44
7687.88
10205.32
11482.13
10218.04
14263.96
15008.31
16885.41
19186.18
19575.77
105462.01
106899.29
110193.21
117254.74
113218.71
467.24
475.96
515.29
518.4
526.22
380.6
315.78
506.14
544.59
591.85
9955.24
9817.79
10259.3
11380.08
11432.83
9033.41
9209.44
9577.35
10279.08
10561.61
751.47
780.72
830.02
894.8
879.04
24921.6
25624.54
28857.02
31573.12
31185.65
3199.89
3491
3672.58
3793.55
4073.11
1524.07
1536.86
1587.86
1669.77
1743.3
9260.45
9681.62
10484.91
11208.34
11097.17
9616.65
8744.52
9287.85
9686.98
9950.22
2732.46
2880.44
3509.69
4230.63
4492.11
165989.51
170028.66
167517.06
185978.61
189487.15
3875.32
3658.39
3687.1
4156.85
4404.85
6517.19
7033.44
7803.36
8850.38
8909.89
2875.26
2896.72
3035.45
3226.98
3235
589.86
428.93
461.41
503.3
506.82
1196.74
1136.61
1151.11
1250.17
1271.11
4896.62
4546.99
5367.11
5588.39
5028.3
8341.01
9521.04
10339.39
11614.67
11029.74
901.75
899.52
1048.45
1178.53
1194.96
45193.4
46039.11
48675.22
53044.53
52476.27
38630.73
40058.2
42925
43250.44
42865.23
2049.85
2107.57
2159.16
2014.58
1924.47
484.15
500.21
517.77
570.72
554.1
2687.48
2176
1968.57
2027.78
2229.86
4861.55
5149.59
5450.49
6108.74
6070.39
16314.38
21891.18
27584.74
22886.67
20659.64
74355.52
70460.56
75496.75
82267.81
75719.75
18444.93
16772.74
17329.19
18947.37
17700.7
1356.67
1540.18
1631.53
1678.04
1481.81
15876.46
16835.99
16019.99
15895.26
15232.49
13630.3
14343.98
15146.41
15545
15774.25
2679.35
2509.63
2695.25
2801.37
2820.31
5413.78
5324.61
5678.87
5782.78
5383.57
6229.1
6205
6710.51
6958.5
7023.08
3001.04
3073.65
3123.25
3252.11
3485.34
12578.5
12447.44
13864.68
15468.48
15732.2
19250.11
19991.97
21490.43
23562.55
23330.82
29763.49
30627.16
31108.76
31604.7
32850.55
63039.11
57162.97
59124.87
65907.95
62087.97
8969.15
9548.59
10807.01
12398.98
12899.35
751.11
744.79
772.29
783.81
820.18
4073.73
4109.66
4258.98
4187.5
4322.87
42662.9
43828.23
45399.03
48996.59
47727.13
1584.78
1700.1
1813.81
1953.51
1987.58
20627.92
19878.77
20802.46
24228.84
23450.56
1219.25
1269.9
1361.7
1458.08
1435.83
5588.98
5765.2
6292.54
7252.4
7417.2
15157.5
15740.11
16416.73
16910.67
17252.02
588.23
501.42
496.68
533.99
521.75
55646.62
56860.41
61150.73
66859.34
65831.19
20890.17
21678.36
23514.03
26116.86
25942.95
2167.16
2225.48
2332.9
2411.9
2344.05
386.44
389.82
384.46
389.83
419.39
6259.84
5756.97
6690.94
7005.1
6624.76
1119.65
25742.37
26523.35
28170.17
30364.58
29554.49
3843.78
3886.29
4077.04
4059.21
3848.21
2184.54
2583.45
3178.31
773.51
755.33
9168.24
5872.79
6295.56
6938.09
6853.69
51545.48
51965.16
53791.51
54589.06
51939.43
84776.14
83073.28
83352.09
86388.4
85334.52
978.4
807.1
848.67
853.22
890.54
947.93
966.5
1004.91
1042.84
1085.88
5840.05
5993.31
6593.82
7298.95
7814.38
570.91
803.15
830.75
901.52
893.35
4336.24
4157.88
4513.43
4740.7
4903.01
18383.54
16241.41
16747.91
17139.19
17123.12
4094.84
3924.35
3687.78
3690.9
3571.95
6432.69
6387.68
6587.09
6967.38
7612.04
3316.66
3706.33
3978.68
4156.31
4652.35
847.27
736.56
746.83
770.6
798.59
2124.66
2187.73
2638.33
3096.56
3661.46
38663.39
38141.88
40644.79
43839.32
42701.44
45404.57
41499.56
40857.76
43646.95
43070.5
56762.73
57866.74
59914.78
62805.25
65094.8
15613.75
16715.63
18690.89
18703.86
17688.02
2753.97
2704.68
1916.76
1597.07
1784.01
2695.67
2805.67
3082.54
3125.44
3122.98
2581.62
2745.57
2974.12
3230.93
3425.09
10231.7
10286.41
10825.9
11366.07
11407.48
1338.29
1280.81
1535.2
1516.37
1305
1445.07
1464.59
1235.19
1254.64
1316.74
